,user,comment_time,votes,rating,text,sentiment,feedback
10015,傲慢与偏见,2012/6/30,0,3,本片为西班牙导演吉尔莫·德尔·托罗（Guillermo del Toro）的长片处女作，并荣获1993年墨西哥Ariel奖金奖和最佳男主角、最佳导演、最佳处女作、最佳原创故事、最佳制作、最佳编剧和最佳特效等多个奖项。  ,1,0
10016,亮皮陀,2010/12/19,0,3,7，德托罗天生就是拍B级片的料，该处女作节奏缓慢，结构松散，但一样看得出日后《地狱男孩》《潘的迷宫》的调调。CC标准版里有介绍他魔鬼城堡的花絮，那才是每个男人梦想拥有的地方,1,0
10020,野冶也,2015/3/11,3,4,tinkerbell系列从高中时就好爱 一不小心跟进到6了 这部主角不是小叮当 是一只沉睡了千年长得像刘欢的猫形避雷针 结尾睡前的画面真是美到哭,1,1
10022,★☆☆☆☆,2009/12/15,91,3,我个人很喜欢都市感很强的作品，不过本片偏于血腥。（按事件发生的时间顺序为：2、4、3、1、5、6、7、8）,1,0
10025,宅拾叁,2012/3/17,7,2,我觉得中国导演可以学学这种，豆瓣评分铁定8.0+。,1,-1
10032,🙃,2014/9/28,18,2,李东旭脸的脑残粉都看不下去，颜值爆表为啥选的剧本烂成这样,0,-1
10033,胡桃园咔嚓女王代表老柴咔了你,2016/7/15,3,3,音乐好听，故事节奏有点慢，有不错的设定，有爆点，但故事较单一不够充实(但每集都填满了)，也表现得童话化，狗血太多，女主们都圣人男主儿童化╮（╯＿╰）╭,1,0
10034,L&M&爱你长久,2014/12/11,2,3,"真心只是为了看看李美淑, 她是那种给一分钟也能亮眼的女演员",1,0
10037,yihan1010,2016/3/11,70,3,本以为会恶搞到底，结果居然还挺忠实于原著的，最让人忍俊不禁的地方应该就是看着主角们讲出那些倒背如流的台词时的违和感了，某些场景某些小心思还确实有点意思，比如达西先生对伊丽莎白表白那段。总体而言，编导还是抓住了原著的某些精髓，只不过僵尸戏份略偏少了。★★★,1,0
10040,Carf,2016/3/6,10,2,期待已久，可惜既不搞笑也没有把僵尸和原故事结合起来，浪费了帅哥美女演员表，波特曼的退出很明智。,0,-1
10042,[已注销],2012/2/5,347,4,请看偶友邻 Prayer Savan的评论：【弗：“有娃的爹就是难啊，穷逼啊！”荣：“呃，我，我不知道，我老婆是富二代。”弗（瞬间变成羡慕嫉妒恨的土豆脸）：“……”】 后来两人一起去美国开会，荣格高高兴兴一个人去头等舱时，弗洛伊德的脸又土豆化了……这俩根本不是学术分歧，是阶级矛盾啊！,1,1
10043,◣東京浮春◢,2012/1/6,114,3,Keira Knightley虽然出道多年，但是演技方面依旧是扶不起的阿斗。虽然影片自身遗憾不少，且导演把握的火候和观众期待的有所偏差，但是最大的败笔还是让了不会演戏的KK当了女主角。需要扮丑装疯的角色也是有技术含量的，KK的表演痕迹实在太大了。用力过猛却无法惹人信服。,1,0
10049,unsheath,2011/8/18,0,3,能看但不好看，情节有些松散，动作也不是太精彩，小演员还比较可爱，男主开始很酷，后面渐渐没有特色了。如果是部普通电影，倒也凑合，不过如果说是Disney出品，我只能说有失水准。,1,0
10050,韩景峰看电影,2013/6/12,1,3,作为有着丰富社会经验的前罪犯和极高学术研究的科学家，如此莽撞地轻信外星人的美好动机，是本片最大的逻辑障碍。套路式马马虎虎的剧情，毫无特色的特技和动作效果，都使得电影像是一位初中生，而事实上也确实只适合那个年龄层段的观众。除了科幻设定有一些趣味性，无法记得更多。,1,0
10052,穆子衿,2018/8/9,55,4,剧情其实还蛮搞笑的，男女主角也蛮有cp感的。PS.女主“化妆”前后真的区别蛮大的，不会有那种一眼看明白的感觉，当然也可能是我脸盲……,1,1
10056,嗷大喵,2018/8/9,24,4,哈哈哈哈哈好有趣的剧啊 主角团颜值高性格好 剧情不乏味 原来太子妃的时候造型那么辣眼郭俊辰还是hold住了 现代装更是帅出新高度 四星观望,1,1
10060,上 善 若 水,2018/7/19,2,3,女主角还是挺可爱的，而且她好牛逼啊能跟杰森1v1的真的不多了...排开有三集戏份的从小就天赋了得的Tommy，这位可以说是系列目前最强战斗力了。所以说这个系列也越来越手下留情了，从一开始活下来的女主下一部还要死到活一个女主再到活一对儿真爱也是不容易...本来以为杰森的存在就是专门杀情侣的谁叫每一集都是一对对的呢orz 最后父亲的mvp有点wtf，结局就给我看这个？？,1,0
10062,怀璧不予,2016/10/29,11,3,这首《鬼新娘》已经成为王小凤觅爱郎的专属bgm了吗？颜高的人洒狗血都更能让人忍受，发哥和红姑这对CP果然神气。,0,0
10063,范德一彪 Rocky,2016/4/26,12,5,《鬼新娘》跟《秋天的童话》同年的作品，虽然名气小很多，但感动却一点不逊于后者。周润发演绎的 关于三十岁老男孩式爱情故事的水平，依然天下第一。那个时代的港片真看的很舒服，感动，幽默，颜值都有，最重要的是 有80年代的情怀,1,1
10065,Hey Johnny,2011/2/14,1,3,【嘉禾】监制：麦当雄；副导演：陈果。发哥和红姑都有点儿婴儿肥的赶脚。剧情也有点儿扯淡，尤其王小凤变女鬼那段和不明不白的结尾，囧死了。觉得叶德娴好man啊，有点儿委屈可悲的角色。,1,0
10079,菅田家小鸡蛋,2015/6/6,26,5,看到这种无尿点的剧简直要跪舔+1  只有我是看到有张念骅和祖峰才放心看的吗？同期电视剧里剧情和演员演技算最好的了。,1,1
10080,烟雨弥漫虚弥境,2015/8/16,20,3,暑假无聊躺沙发上看。。“为工作牺牲亲情，牺牲亲人，这其实是一种变态的极端的个人主义，是极不人道的，至少是麻木和虚伪的。”说得好严重，但是就这电视剧来讲，我觉得是电视剧没有表现好人物，太高大全了，不合理。。那个卢涛以为自己是Sherlock吗？还嫌旁边的女法医思考问题影响自己的思路！,1,0
10081,mOco,2016/1/21,8,2,为了祖峰老师看了18集，我果然是真爱然而也没等到祖老师的走入歧途……【司改期间，播一部歌颂“命案必破”的刑警的传记，把提高破案率作为唯一指标的剧真的不是个好兆头。,1,-1
10082,蜉蝣,2016/3/28,54,4,任性与受制部分的文本写得极好，细想下来这是特别情绪纯粹的爱，其中包含成熟感情的自私和迫不及待要实现的愿景。设立放大冲突，又以暧昧状态游弋其中，表现各种越过边界的可能性，并使之有趣。女主的敏感失控男主的多情神经质都很容易有代入感。结尾满分。,1,1
10083,亵渎电影,2016/3/27,40,3,导演想拍一部完全由情感情绪驱动并与社会现实碰撞的爱情电影，全程用女主角的主观视角叙事，留白了男主角的渣男行为，也让整个故事在社会现实的层面上没能更加深入。但这也是这部电影拍两性关系的特别之处，只站在女人的视角，用女性的逻辑思考看待一切，很适合情侣们一起观看。,1,0
10084,放开那个浪味仙,2016/4/15,30,4,女性视角，很好的展现了十年以来女主的心路历程。爱情像那受伤的膝盖，强忍着疼痛却还会这样走下去。戛纳影后的演技太赞。,1,1
10085,哪吒男,2016/3/31,23,4,想打造异性恋版《阿黛尔的生活》，但只学到形，神韵和内核都差了一截。最后的凝视让电影回味无穷，所有的痴缠、混沌、折磨、纠葛都在你眼前，但如果故事回到最初，你扪心自问，你抵得住这样的脖子、下巴、胡渣、嘴唇、甜言蜜语的诱惑吗。,1,1
10088,双二。,2016/4/17,293,4,第二话后半燃哭了好吗！！从一开始就担心这样的一个主角要如何成为英雄呀。。。就像平庸的，无能的自己一样，要怎样成为自己梦想中的样子呢？抱着这样的心情看着的！,1,1
10089,河狸,2016/4/4,165,4,火影和暗杀完结后，小英雄已经稳稳是jump的第二台柱了，目测连载上10年问题不大。,1,1
10090,[已注销],2017/1/4,67,4,看着还是超尴尬  老前辈传功梗 基本是努力涨肌肉学园比赛打坏人傲娇幼驯染等等套路,1,1
10091,望仔减肥失败了,2016/11/14,53,5,无论多少岁，还是会为这样的热血感动，这样的自己也还算是没有彻底被平庸湮没吧？和一拳超人那种嬉皮笑脸的青年漫不一样，这是正统的热血少年漫啊！,1,1
10093,康报虹,2017/11/25,79,4,完全吊打扎导版《正义联盟》啊！剪辑节奏美如画，剧情紧凑无槽点，角色立体花样多：看WW和大超眉来眼去、绿灯和小闪插科打诨；看小迷弟沙赞、缺父爱钢骨；看老爷的领导才能（亲爹地位）、海王的实力出演（海中看戏）。同样讲正义联盟的成立，相较于本片，扎导也只做到了比动画版更震撼的视觉效果。,1,1
10095,King Sitcome,2014/3/27,6,4,虽然跟漫画的燃点没法比，但看过闪点悖论之后，倒也能接受了。屁ass：妈了蛋的，华纳赶紧的吧，等的我都大便干燥了！,0,1
10098,桃桃林林,2010/3/11,9,3,周润发的角色就是奔影帝写的嘛，内外兼顾，又令人惋惜。,1,0
10099,Reminiscent,2012/10/17,7,5,林岭东适合拍铁血硬汉，那样的胶片，那样的兄弟情义 ，加上那种摇滚。。。现在人看来，这样傻逼，那样古老，那样基情。两代人，两种片。,1,1
10100,赱馬觀♣,2018/9/22,9,4,即使抛开卧底道德困境所造成角色优势，高飞也要比英雄本色的小马强在一点：有情。不是兄弟情义，而是两性情感。但从表演风格上看，周润发起伏剧烈的外放演法是否搭配林岭东市井地气，尚在两说。比如酒吧怒怼富家公子、与吴家丽浴室激情两场戏，特别是后者的粗鄙嬉闹，固然充分展现了发哥的个人魅力与表演跨度，但问题一个不堪忍受萌生去意的基层卧底的性格有必要塑造的如此谐趣盎然让人隐隐看到了八星报喜大丈夫日记吗？夸张渲染，...即使抛开卧底道德困境所造成角色优势，高飞也要比英雄本色的小马强在一点：有情。不是兄弟情义，而是两性情感。但从表演风格上看，周润发起伏剧烈的外放演法是否搭配林岭东市井地气，尚在两说。比如酒吧怒怼富家公子、与吴家丽浴室激情两场戏，特别是后者的粗鄙嬉闹，固然充分展现了发哥的个人魅力与表演跨度，但问题一个不堪忍受萌生去意的基层卧底的性格有必要塑造的如此谐趣盎然让人隐隐看到了八星报喜大丈夫日记吗？夸张渲染，始终是港影特色，但此处恰恰需要内敛和心理。对比之下，吴宇森干脆砍掉情事集中表“义”的角塑策略，或许更能达成与影片整体风格的统一。,1,1
10101,yuli-,2018/10/29,3,5,小秋他这么可爱你们怎么忍心………结尾还要回忆杀那段他在路上跳舞的可爱模样，导演你还是人吗（我的眼泪不值钱.jpg）贤哥和发发这部里登对得令我窒息，比喋血双雄还过分。ps.修复版的色调光影我都好喜欢，全程疯狂截图,1,1
10105,Anna,2019/9/23,0,5,哈皮父子真的太好看啦，太有趣了。这样的爸爸真的好有趣，好好啊。剧情也好棒，一起冒险，探险，因为这部动画片，那些易拉罐，当时看着都不想扔了，每个瓶子都好好看。,1,1
10106,桃子與貓,2020/3/31,0,5,回忆起来这部动画里最经典台词就是：哎呦老爸。,1,1
10112,刘康康,2013/8/30,21,4,算是小时候的启蒙恐怖片了，就记得故事又恐怖又好笑，非常符合小孩子的世界观#我一直觉得恐怖片才是最适合给小孩子看的电影#,1,1
10113,EVA_征服天堂,2012/12/9,1,3,小时和表姐一起看的，我看得欢乐，表姐恶心得饭都不敢吃。。PS：VCD打码,0,0
10117,❀一了。,2014/11/22,99,3,编剧确定不是参照着'苦月亮'写的本子？故事发展如此相似...'苦月亮'里女主故意把男主摔瘫痪，这里的女主就串通医生把男主弄瞎...导演还是在结尾打上'致敬罗曼波兰斯基'比较好。另外，我想说，女主女配你们真的赚大发了。真的〒_〒,1,0
10118,有趣无聊Lady,2014/11/22,96,3,郑雨盛那么拼（只有最后那点没露），让我惊讶。身材不错，只是屁股没宋承宪翘。可惜导演剧本欠佳。激情戏假。情色片整体看没有李政宰的“情事”（“汉城晚娘”）电影好。可惜了，有名气的郑雨盛应该选片慎重些，情色片更要严格挑。,1,0
10119,豆丁,2014/11/19,61,2,激情戏拍得那么假，完全没有看头，不就露个PP么，棒粉这也要哭着喊着打100颗星，这么跪舔有没有点节操。,0,-1
10120,胡桃园咔嚓女王代表老柴咔了你,2016/8/18,53,3,这操蛋的故事前半段演译了一个无知少女玩不起就别玩强玩就倒大霉的故事，后半段演译的是无知少女变毒女报仇结果被仇家同样无辜的少女化身毒女回来报仇的故事……|||，最后有仇的男女主还是呆在一块，有病。,1,0
10122,翟墨子,2014/10/14,8,4,迅雷看看有50集。一共四个系列的，200多集咧；多个变身还是蛮好玩。。。。小时候一点没接触美国动画片，现在看看还不错,1,1
10124,爱情海,2017/6/18,2,4,"创意不错,田小班很可爱。",1,1
10125,深海可乐冰,2015/4/4,3,5,激发了我的英雄梦。。。,1,1
10130,★☆☆☆☆,2010/12/21,0,5,OVA版（6集）和剧场版的剧情基本一致，主要区别在于大结局时片尾曲播放完后追加的几分钟内容，具体请自行观看本片，这里不作透剧。,1,1
10132,安大,2010/9/28,180,4,哇 逼里还能藏手机~ 求型号,0,1
10133,makzhou,2010/9/4,26,3,大砍刀＋美女＋飙血，这敢情是喜剧片啊。Lindsay Lohen是在太萌了……,0,0
10134,大奇特(Grinch),2010/9/26,14,3,1.作为一个刀客，刀不离身；2.不要迷恋Machete，Machete只是个传说。主角比查尔斯.布朗逊酷，片子比罗杰.科尔曼cult。但反之-1.想凑够2小时片长就要多几个反派;2.反派占上风时一定要给主角一定时间来反转局面。综合，唯一收获是我开始喜欢米歇尔.罗德里格兹这女人了。,1,0
10136,话事人,2010/9/28,1,3,"这是一部让男人憋气的电影,观众强烈要求细节！！缝隙中藏手机经典了！！阿尔芭和丹尼最后的亲嘴,让我想起了看见死人就吐的那个范的小弟",1,0
10138,眼圈,2012/2/14,6,3,作为b级片的粉丝我还是很爱这部片子的 只是结局乱七八糟很令人郁闷 四处可见的爆乳美腿丁字裤和血浆残肢开脑壳令人high无比 有没有人发现内个金发小兵很像Swift？ 话说这个片子里的姑娘都好漂亮,1,0
10140,451½°F™,2008/6/10,0,3,在20世纪6、70年代的B级恐怖片中，莫名其妙和突如其来的血腥和色情已经称为了一个时代和一种类型的标致，以致于在其他同类型电影中被大家所不齿和诟病的元素在其中称为了经典，如果没有这些“白痴”般的内容反而会被人骂猪头三一般。而在Zombie Strippers中则是随处可见这种扑面而来的一夜春风，无疑讨论这样一部电影的内容和逻辑问题都是多余的，观看B级的恐怖色情片本身就是一场和僵尸嬉戏的过程。,1,0
10142,哼哼.floweray,2018/3/14,173,4,"剧情片中应该单独再列出来一种类型，称之为“废材片”。以日本，北欧，前南斯拉夫共和国，西语国家为代表，以各色各样的底层人民为视角，去反噬这个世界，擅长以小见大，以怪见长，去另类探视我们司空见怪的美和丑。
如果说每一部电影都可以带入别人的人生，那我今天是一个四五百斤的善良可爱大胖子～",1,1
10144,1111111111,2017/12/23,36,4,正在毕业季迷茫期，又突发感冒。感觉整个人都不在状态，有时候真的希望自己做一只猫，能找个像我自己一样好的主人，好好照顾我。对于现状的不满意，和对于未来生活不切实际的想象，都让我心情颓废，想过很多职业，想过很多种人生的方式，都无法脱离现在的样子。,1,1
10145,小米=qdmimi,2018/3/24,7,4,好电影，细节丰富，但结尾实在太淡了，毕竟看到这么个大胖胖观众总对发生些什么事情有所期待，结果奔着小津方向去了……,1,1
10146,豆瓣逼我改名,2018/3/16,13,4,我爱这个电影。让我对生命的意义又有了新的看法。1. 希望是太美好的东西。不管我们多么卑微，多么不堪，可能身负重担步履艰难，但是只要还有那么一丝丝的渴望，哪怕让其他人都觉得不堪觉得可怜，那我们也能从心底里感受到生活的美好。2. 如果整个世界，只有那么2个人懂你，足够。友谊真好。  ,1,1
10153,冰橙子,2020/4/23,8,5,好看，女主角厚脸皮，独立，能为自己负责，晚归被骂就搬出家，搬出来的时候爸爸还记得说“你记得把钱放进她箱子里了吧。”每个人都是可爱的好人，用自己的方式做自己认为对的事，同事间也没有陷害，没有小人掣肘使绊子，爱做什么做什么。能量很纯,1,1
10154,姬长安,2020/4/17,4,4,🇮🇹妞顶着一头卷发真的好萌啊！！&Franca Sozzani年轻时拿的都是主角光环剧本么，每个危机都被贵人帮忙滑水过去了&偶尔听听意大利语还不错,1,1
10156,Chunchun,2020/4/7,2,5,女主光环就是不一样～反正看着爽  各种时装评论也很有意思 外行看热闹,1,1
10157,文森Vincent,2018/6/29,39,1,Netflix电影坟场系列。集五毛特效、山寨美学、感人逻辑于一身的视觉污染品。★,1,-1
10158,知猪虾,2018/6/30,19,4,10分制算，女主没脱-1，没有彩蛋-1，8分妥妥的，虎头蛇尾，但不影响观影，比凯奇的后期赚钱还债的片子还是好很多，导演有想法，但后期有点急于结尾，没有转折没有亮点，奈飞片子里面算好的，楼上说五毛特效的都是被好莱坞惯坏的，这片子放到2018年特效够用了,1,1
10160,逍遥小小兽,2018/7/9,5,4,全程紧张的小成本制作。博士太傻了。女人可以利用设计漏洞攻陷人工智能，造它的人反而不知道堵塞这些漏洞？显然，电影在讽刺，冷漠如机器的人，不如有爱的机器人。寓意还不错。真有这样的人吗？为了科研数据，连一丝一毫的人性都没有？,1,1
10168,褐,2010/2/24,11,4,后半段人物关系的递进很出彩。略微加分。包括还很喜欢薛凯琪的角色。,1,1
10169,随喜,2011/3/4,0,4,小青春励志 已经不是我的菜了,1,1
10174,千岛酱王子样,2016/1/28,7,4,屎一样的十月番里简直算是好看到炸裂的存在，虽然其实也就那么回事。画风蛮好的，主要人物都蛮可爱的，柿子这酱油打的……,1,1
10175,兮称,2016/1/9,1,3,樱子帅气 石头还是那么苏 12集日常推理番略感寡淡 期待第二季进入正片,1,0
10176,蔚蓝天空,2016/3/27,1,4,推理番，长知识,1,1
10177,Obtson,2015/3/23,180,3,魑魅魍魉怪力乱神，画风瞎眼噱头猛，建模不够脑洞凑。用低配行为学打造彪悍世界观，以草台班子戏法完成科波菲尔奇迹，自上而下的金链汉子唱歌剧气质，浑然天成的新世纪史诗模仿秀。,1,0
10178,谢谢你们的鱼,2015/3/29,110,3,既不是奇葩，也不是神作，是一部处在尴尬境地的实验之作。值得鼓励的是特效水平以及动作场面，遗憾的是故事沦为了想象力的陪衬，人物单薄，设定很大，但是落点很小，空有满腔野心却没找到合适的承载方式。商业上的惨败在所难免。,1,0
10181,乌鸦火堂,2015/3/19,27,3,中国cult大片，《变蝇人》+《12猴子》+《指环王》的结合体，且柯南伯格与特里吉列姆风格很重，后现代艺术风+西域文化特色、CG还行，但奇葩人设、暗黑风格不知有多少观众可以接受。故事就是东拼西凑，有不足之处，但这种尝试和勇气值得称赞，重口味观影体验虽然很多，但在国内大银幕上却是第一次。,1,0
10182,朱朱朱古力♥,2011/7/27,163,4,本来我觉得炮友已经够霸气了，结果台湾译名是好友万万睡。。。虽然父亲这条线略显做作，但作为台词控，话唠控，细节控，所以戳中了。婷婷耍宝耍帅都是随手就来的嘛~ &No strings attached，今年最好看的chick-flick居然都是有关先性后爱，导演是想说爱都是做出来的么,1,1
10185,畸零人,2011/7/30,31,3,Justin Timberlake is so gay!!!!!!!!! 和no strings attached完全雷同，黑天鹅和社交网络的组合实在很weird,0,0
10186,艾小柯,2011/11/21,14,3,好像所有的炮友戏都是同种套路，好在选角惹人喜爱，快闪有趣。,0,0
10187,云无月大佬,2018/12/23,69,5,为第二季铺垫了好多，本来是因为看了预告里女主的颜看的，看完发现才挺不错的，长度刚刚好，不会觉得拖沓，每个人都渴望被爱，都有可悲之处。结局黑暗，如果拍第二季，希望西蒙能摆脱对格林贝格盲目的爱，那就是个渣男啊，看看那个连选bra都不按套路的科勒吧，希望他第二部能拉西蒙一把，否则就是泥潭深陷了,1,1
10188,无邪小神,2018/12/30,24,5,美好的原生家庭对一个孩子的成长有多重要？是的，很重要！,1,1
10189,嘉平,2018/12/24,12,4,"相当有水准的《香水》同人作品。
原先以为是原著故事搬到现代，没想到是完全抛开原著，将原著主旨和格雷诺耶作为了精神母题，也让剧版跳出了与影版比较的桎梏（影版没法超越）。
这真的非常赞。
为了第二季铺垫好多，以至于前五集都稳扎稳打的节奏在第六集逐渐崩盘。
少年之恶，女性之殇，人性之丑。聚斯金德有讲多少，这里也有多少。",1,1
10190,淋,2020/4/6,1,5,拆分细化到每个角色身上后，达到了极致的戏剧感，每个角色为香水的精神核心服务，唯有两耳不闻窗外事的苦心钻研者手不沾血。PS：duken能不能露点肉体啊！我馋死他了！,1,1
10192,托尼·王大拿,2016/10/4,41,4,前半段“有趣”，后半段更有趣；偌大空间其实是个封闭牢笼，造物主的创作自我意识的觉醒，科技与伦理的思辨，俨然《侏罗纪公园》的小型预演；而且特喜欢七零年代科幻片那股子粗粝中带着细腻的风格，还没有什么废话。,1,1
10194,方枪枪,2016/10/10,28,3,虽然创意早而且经典，但细节方面仍不如这版本的美剧，尤其是在最后的机器人开始反抗人类只是因为故障导致，而非意识的觉醒方面，这一层面就已经少了深度。不过，还是多少能在《楚门的世界》和《林中小屋》中看到这部电影的影子。,1,0
10197,福鹿,2010/1/20,122,5,几年前看的了..本来以为是美好校园少女动画，结果是强大的恐怖戏...强大的人设。,1,1
10200,水仙操,2017/3/20,5,3,蝉在叫人坏掉 雏见泽症候群L5 御社神大人作祟 绵'肠流祭 漫无止境的六月 我的车里有空调 真·摸头杀 完美犯罪 全员崩坏 柴刀萝莉 游戏改编,0,0
10203,影子的影子,2010/4/1,18,3,《证人》与《窃听风云》的结合体，但表演不如前者出色，人物设置又比不过后者的丰满。开场有点意思。黎明的表演有起色，任贤齐有点呆，所有的女性角色都是大花瓶，配角都没有什么出彩的，表演整体上还是比较失败的。剧情设置太过刻意，线索单薄，剪辑混乱，主旨最后还需要通过旁白来交代，处理得不好。,1,0
10204,[已注销],2010/3/12,19,4,剧本扎实，但结尾疲软。延续了近年港片一贯的草根视角和宿命色彩。林超贤缺的是风格，叙事已经慢慢让人放心。黎明和王宝强表现令人意外，廖叔一如既往地是演技保证。,1,1
10205,Koji,2010/3/29,10,3,港片用国语对白实在太可怕，黎明跟任贤齐是两大悲剧,0,0
10207,悲伤先锋,2018/4/10,279,5,希望民政局婚姻登记处24小时循环播放这部影片,0,1
10209,影志,2018/4/10,55,5,“做个无赖感觉太爽了…” 爱是此刻，爱很简单，生活感情都是如此。《爱在4》超长预告片。,1,1
10210,蒋瞰,2010/5/30,26,5,婚姻要签订合同，每年更新；夫妻间要说同一种语言；革命窒息，精神手淫。两人的日常生活往往都是这样：男人遇上女人，女人遇上倾诉者。我有爱的能力，但是被封锁了，对它的感觉慢慢变干。离婚的时候不要和丈夫独处。一个人怕孤单，两个人怕辜负。爱之深，怨之狠。,1,1
10217,七月的旅人,2017/1/19,9,3,挺悲剧的。其实我很喜欢这种充满隐喻的故事，女主的结局意味着又一个糖果人的轮回，而促使这种所谓都市传说的产生的往往都是现实中人性的罪恶，相当有意思的想法，但跟《狙击电话亭》一样，好故事在烂导演手上往往都是平庸之作，电影中的几段蒙太奇简直不能再烂。女主角挺美的，看到最后很心痛啊。,1,0
10221,懺悔は浴室で。,2019/4/28,0,3,啊？怕不是只有我认真的绕开了一下都市传说梗想了下因果？这难道不是为了小三上位害妻子的剧情？大学老师和妻子结婚多年，生活平淡，一直未有孩子，在学术研究上多处分歧，此时遇上了年轻貌美的女生崇拜者投怀送抱，喜新厌旧。妻子研究民俗传说上了瘾，老师就趁此机会和女学生越陷越深。妻子凭着女人的直觉发现了丈夫的出轨情感无法接受，就在混乱的状态下走火入魔了，幻觉真的有糖果人存在，是他杀了所有人而不是自己。妻子进了医...啊？怕不是只有我认真的绕开了一下都市传说梗想了下因果？这难道不是为了小三上位害妻子的剧情？大学老师和妻子结婚多年，生活平淡，一直未有孩子，在学术研究上多处分歧，此时遇上了年轻貌美的女生崇拜者投怀送抱，喜新厌旧。妻子研究民俗传说上了瘾，老师就趁此机会和女学生越陷越深。妻子凭着女人的直觉发现了丈夫的出轨情感无法接受，就在混乱的状态下走火入魔了，幻觉真的有糖果人存在，是他杀了所有人而不是自己。妻子进了医院进了监狱，丈夫迫不及待的接小三来了家里，拼命逃回家相聚的妻子看到这一幕又几近崩溃，就去寻找糖果人并想救出无辜的婴儿，最后被大火烧死。妻子死后，丈夫回想起原配结发的种种，内疚致死？恐怖感还是有的，90年代嘛，用现在的眼光看拍的还行，故事感挺弱的，演员都很不错，全靠演技撑着了。,1,0
10222,隐地宇统,2017/7/24,20,3,本来是为了乙一，现在被男主萌到了…女主耍剑蛮帅的,1,0
10225,王子曰,2017/9/10,14,2,七爷在欧布剧场版抢戏，七爷的儿子在捷德里抢戏，亲儿子亲孙子不是白叫的……,1,-1
10226,云岸荒野,2018/3/11,8,5,果然长剧集形式的奥特曼更适合我，这部捷德是新世代奥特曼里面品质最高的（欧布只看了一半不算），并且明显比其他新奥高一个层次，各种伏笔各种抖包袱让人欲罢不能，无论是主角配角还是反派都有鲜明的形象塑造，op 和情感渲染也做得很到位，除了卖玩具用力有点过猛以外真的让人惊喜，五星好评！！！,1,1
10227,洛风城,2014/5/5,33,3,槽点太多，我非常想说的是，贫乳实在太重要了。1.“我贫乳我自豪，我为国家省布料” 2.减轻体重，推动剧情发展 3.互相拥抱不会尴尬，简直跟男的一样。,1,0
10229,雙木,2014/4/26,9,4,1，大岛满水准依旧，主题曲直让人想起当年的03钢炼。2，是不是吉浦康裕第一次驾驭真正的剧场版？这种科幻小清新快可以接班新海诚了。3，一想到男女主角可以玩巴黎铁塔颠过来倒过去，我就不纠结他们要怎么做羞羞的事情了。4，变态（各种意义上）得这么执着的反派现在真不多见了，默默给他点根蜡烛。,1,1
10230,恶猫的步调,2018/7/10,10,4,这剧情节奏更适合做成ＴＶ，加一星利用世界观设定去进行剧情反转的意图，虽然故事乏善可陈。比如你把折叠北京或者追逐太阳的男人或新海城式角色剧情嵌入这个舞台，可能都更扣人心弦，如果是成人剧，估计得有个69保留场景。,1,1
10233,超cute侠,2009/1/5,0,3,意外的结尾并未能影片添彩。,1,0
10236,花花寝室,2010/10/7,0,3,女主角的大小眼……＝ ＝一开始就猜出了结局…除了那个再来一遍…,1,0
10237,狗剩不摇摆,2018/11/12,1991,4,冲着金瀚的颜值和超符合军人的气质上，也要追剧啦。赵丽颖和金瀚cp感还是挺强的，励志爱情的故事也是迎合大多数人口味的。美中不足的是，服装设计这个切入点很难让人有强烈的共鸣，并且衣服很有淘宝风，而且最后的升华也有点生硬。总体来说不错。,1,1
10240,小羊肖恩啊,2018/11/12,1059,4,超喜欢这种直接的甜宠剧，不磨磨唧唧，喜欢像林浅这样的人 ，喜欢她的为人处事还有性格。足智多谋腹黑专一的高冷军官厉致诚和独立干练聪明睿智的林浅真的是绝配啊!超喜欢男女主融洽的气场，剧情是真的很吸引人啊！男女主演技真的都挺不错的，是真的很贴合原著啊！(女主是真好看，又甜又有魅力),1,1
10241,鸭鸭鸭,2018/11/12,977,5,看的很爽啊，赵丽颖驾驭这种角色没问题，金瀚有惊喜。赞赞赞👍好久没追剧了。,1,1
10244,wrng,2019/10/5,7,5,最喜欢的是这季每一个人物都有了单人集，来讲述他们个人的经历和关于这份工作的热爱与挣扎，看完后最喜欢的就是Hen和Chimney了，人们可以随意在网络上张嘴闭嘴的政治正确，而现实歧视可是对谁都没客气过的，两位起初被边缘化的少数裔队员，最后是用自己的努力和实力让别人闭嘴和接纳，可能这个剧情有点理想化了，毕竟现实中歧视永远不可能因为你的努力和成就消失，就像有一集中那位拒绝援助的种族歧视老头，有些歧视就是...最喜欢的是这季每一个人物都有了单人集，来讲述他们个人的经历和关于这份工作的热爱与挣扎，看完后最喜欢的就是Hen和Chimney了，人们可以随意在网络上张嘴闭嘴的政治正确，而现实歧视可是对谁都没客气过的，两位起初被边缘化的少数裔队员，最后是用自己的努力和实力让别人闭嘴和接纳，可能这个剧情有点理想化了，毕竟现实中歧视永远不可能因为你的努力和成就消失，就像有一集中那位拒绝援助的种族歧视老头，有些歧视就是没来由的，深入骨髓的观念，不是简单的个人努力就能改变的东西，然而剧中两位队员面对这样的歧视的处理方法是努力做好自己，永远不会向他们低头，这一想法的传递我很喜欢，也是现实中真的受用的。新来的Eddie除了帅没别的优点了，对前妻纠缠不清又坦诚逃避家庭的他，跟他前妻没什么区别，还在那五十步笑百步，续影评,1,1
