,user,comment_time,votes,rating,text,sentiment,feedback
5578,大耳朵_,2017/5/1,16,3,选择相信是需要勇气的，爱和信念最终可以创造奇迹。,1,0
5579,Sapphire海,2011/12/26,368,4,缺爷和软妹都很美！软妹便当很桑心！缺爷戏份绝对超过十分钟！电影结束后一个个CAST名字闪过缺爷的名字看起来最大最长真自豪！,1,1
5581,Q。,2012/1/16,98,3,"四平八稳的一战题材类型片，用马来串联故事还算独到，但却使故事太过松散拖沓，除去开场那只搞笑小鹅，从两军协同救马才算渐入佳境。而尽管故事本身太过戏剧化，但人与人、人与动物、动物与动物之间的深切羁绊仍让人不免备受感动。btw,片尾的夕阳到是十足《乱世佳人》★★★☆",1,0
5582,亵渎电影,2012/1/9,83,3,故事让人想到罗伯特布列松的【驴子布萨特】，最后的摄影和用光又像极了约翰福特，【战马】在艺术性和观赏性上太成功了。影片最让人印象深刻的是约翰威廉姆斯的配乐，还有这匹战马的好运，人类角色倒是变得次要了，但是要靠马和配乐撑起一部战争片的厚重感，还是显得过于心灵鸡汤了。别迷信导演！★★★,1,0
5583,何碰碰,2012/2/29,47,4,我可能会越来越恨你，但是对你的爱却不会减少一分！,0,1
5585,桃桃林林,2017/10/1,1651,2,一时难以分辨李晨到底在本片是表演更差还是导演更差，反正都挺差。与之相比，才发现《战狼》的好，那个起码直男到底，且在动作戏和类型片部分有看点。《空天猎》连岁月静好这种话都能写出来（其实里面还有很多特别娘的台词），整部电影少了点精气神，剧情也比较糊弄与俗套，表演就更没法说了。,1,-1
5586,张咏轩Wayne®,2017/9/29,1553,1,成色就像电视电影，波澜起伏和表达手法都非常老套，李晨的个人审美和艺术追求不敢恭维，故事犹如一盘散沙，剧本只为分裂为敌对阵营，让飞机上天对峙，这是电影炫耀的终极目标，但预算资金有限，导演功力不足，代入感和热血度甚至比《战狼2》都差，票房过2亿大黑牛就去享受夫妻生活就好，别趟浑水了,1,-1
5587,文森Vincent,2017/10/1,298,1,恶心了别人，成全了自己。★,0,-1
5588,海蓝蜀黍,2017/9/29,649,3,作为军事类型电影来说，好看！第一次在大荧幕上看到现代空战，预警机无人机运输机战斗机体系作战，在各类型飞机和作战单位之间的数据链，战斗机躲避雷达规避导弹和近距离格斗的战术动作，以及战斗机踹门地面部队突进救援单位跟进的战役战术，半吊子军迷表示真的很专业啊很精彩！不足的是感情线和节奏。,1,0
5590,科林,2012/10/3,61,5,大陆喜剧电影里程碑,1,1
5592,张佳玮,2019/1/16,26,5,之前我一直说，这是中国的《好兵帅克》，最伟大的黑色幽默电影。昨天又想了想，其实三毛的功能是个视角或曰书胆；负责见证自下而上的群像。魏宗万老师虽是配角（靠这个拿了金鸡奖男配），但说他是本片真男主，其实也没问题。以及，这个和马跃那版《贞观之治》（史上范儿最正的唐史剧？）是同一个导演，想起来就觉得分裂……,1,1
5595,Little Punk,2006/11/28,405,5,关于战争。关于机器。关于人性。关于一首我爸我妈在清晨做爱的集体歌曲。,1,1
5596,汝就做吾的犬吧,2012/2/8,45,5,片子里到处都渗出来“歧视”，教官对军人的歧视、军人对平民的歧视、平民对妓女的歧视、战争对生命的歧视、作者对战争的歧视……整部片子温馨的场景只有那么几瞬，大量的黑色幽默占了主要篇幅，这就是这部电影高明的地方，那些军歌和脏话很能惹人发笑，但是当你笑的同时也正说明了你已成了麻木的看客。,1,1
5597,欢乐分裂,2015/4/19,41,4,重看@影城；前半段非常赞，如机关枪般密集扫射的教官粗口不断，全片亮点；“傻瓜”比尔前后对比鲜明，表演可圈可点，库布里克本质上就是恐怖片狂热爱好者，厕所一段拍得惊心动魄；战争之于人性的麻木与泯灭，前半段刻画得更深入细致，前线战场反而流俗，时时想起《现代启示录》。,1,1
5598,寒枝雀静,2017/2/7,15,4,目前最不喜欢的库布里克。战争是钢锯岭最好的部分却是本片的短板。宁愿结尾是厕所里的两声枪响。作为亮点的音乐依然是库式的。人物心理的呈现反而更认可比利林恩了。有趣的也许是一个知识分子深入战场而身不由己的过程。底层战场的人性呈现注定做不到完全的冷酷，这是瓶颈或许也是无形中的人道底线。,1,1
5599,一個死槍槍,2013/9/7,15,4,群众一旦被发动起来 也許是英雄 更可能是暴民,1,1
5600,方枪枪,2009/11/21,12,5, 电影取名叫做平衡其实是反讽，在电影中随处充斥的都是不平衡，生态环境和社会环境的极度的失衡，所以，平衡也成为了导演的追求和向往,1,1
5601,陈大五,2012/11/2,6,5,强烈推荐！看完对自己的生活开始了新的审视，不公和不平衡处处都有，我们的只是皮毛。http:''tv.sohu.com'20101028'n276677376.shtml,1,1
5604,第27章,2017/11/19,93,4,好怀旧啊这片子，第三部评分最低，显然低估，不同于前两部的枪战及兄弟情义。这部主要是表现乱世中，人如蝼蚁，儿女情和亲情都显得有些苍白无力，时势面前没有英雄，这部更接近现实，观后给人一种无法言语的压抑感，但影片艺术价值不低于前两部。,1,1
5605,Morning,2012/3/30,50,3,这哪是什么英雄本色，分明就是儿女情长，但挺动心。三星半。,1,0
5607,康报虹,2018/2/9,25,3,并没有那么差，只是味道变了，从吴宇森的世界变到了徐克的江湖。可以说是挂羊头卖狗肉（无贬义），也可以说是一次沉湎，被架空的虚拟世界一去不返，只剩下内忧外患（文革、越战、水门事件）的现实世界，岁月的侵蚀下，谁也不能幸免。,1,0
5610,丹增贡觉,2010/4/25,123,5,gbitch说，我们的国家不需要民主、自由和思想，因为这会阻碍生产力的发展。。。。怎么感觉向在说天朝,1,1
5611,大觉老狗,2016/7/31,58,5,“遗憾得很，我并不想当皇帝，那不是我干的行当。我既不想统治任何人，也不想征服任何人。如果可能的话，我倒挺想帮助所有的人，不论是犹太人还是非犹太人，是黑种人还是白种人。我们都要互相帮助。做人就是应当如此。我们要把生活建筑在别人的幸福上，而不是建筑在别人的痛苦上。我们不要彼此仇恨......”9.1,1,1
5613,(๑⁼̴̀д⁼̴́๑),2017/7/6,32,4,该片是查理·卓别林的第一部有声片，摄于希特勒统治最为黑暗的时期，片中对他辛辣讽刺跟丑化比比皆是。本片荣获第13届（1941）奥斯卡最佳电影、最佳男主角、最佳男配角、最佳编剧、最佳音乐5项提名,1,1
5615,大灰狼的兔,2019/3/14,39,4,图巴拉，图巴拉，图巴拉卡，这首歌叫什么名字呢？太喜欢了。战争可以让6岁的儿童坚定不移面不改色地“撒谎”，其残酷险峻可想而知。虽然他们的童真释放无比短暂，但儿童永远是人类最后的希望。,1,1
5616,对抗拖延,2018/8/16,24,4,2018年8月16日14:02:29，犹太人的故事，特别是二战时期，怎么演都免不了种族灭绝的阴霾，从儿童视角出发的奔向信息网的影片，让血腥残酷的屠杀变得有希望起来，但其实影片后记也说了，儿童组织机构总共救了几千儿童，相比于几百万的屠杀，真的很有限，但这些儿童遇到了，对他们的救助就是百分之百。,1,1
5620,芦柑喝橙汁,2014/10/6,934,4,这个电视剧会把我的眼睛惯坏的,0,1
5622,色瑟莹,2014/10/8,333,5,有我最爱的编剧刘和平在，还有一大堆我挚爱的大明王朝1566的老演员，又是孔笙导演，没办法不期待不好评。画面漂亮音乐也好，前六集剧本没啥大问题，一堆戏骨飙演技，老中青三代美男简直赏心悦目，目前为止超爱祖峰的崔中石啊！！苏爆了！,1,1
5623,棉喵,2014/10/27,205,5,不得不承认全剧精髓是徐铁英和马汉山，包括人设和表演。花痴王站长花痴崔中石，喜欢孙秘书喜欢梁复生，喜欢刘五爷和严教授的互动，心疼可达鸭心疼方行长心疼何校长心疼孟伟心疼崔婶。,1,1
5626,许侠客,2010/9/21,0,4,“生活很需要单纯的快乐，有时简单的艺术更能打动人。”,1,1
5629,我是谁,2014/11/28,889,1,把教主换成张震就完美了,0,-1
5632,桃桃林林,2014/12/2,421,2,两星半，较平庸。太平轮仅是噱头，更想写乱世众生。可惜几条线处理得都不太好，少有亮点。尤其最后超长的大战，无聊无新意（尤其对抗战剧熏陶的内地观众），也不敢有突破。而角色都缺少核心目标，没有向心力，这也是觉得故事松散的原因。黄晓明仍是老派吴宇森电影英雄（发哥）的形象，不过气质差太多。,1,-1
5633,乌鸦火堂,2014/12/1,428,3,上部是战争片，下部应该就是灾难片了，画面超赞，又见吴宇森的白鸽，情感刻画和上海滩的浮华阴暗描写的比较细致，书信体叙事足见功力。三对恋人重点讲了两对，其中一对还跟太平轮没关系，还挺期待下部，想知道金城武为什么会回到船上，我大麻酱上部几乎没戏份,1,0
5634,海边的安托万,2017/7/6,28,5,女性主角的西部片还是比较少见的，也是本片的一大亮点。山姆雷米在此片中展现了一个优秀导演的纯熟功力，随着高潮递进悬念不断揭开，复仇的主题呼之欲出，教科书式的推拉镜头，摄影绝佳。莎朗·斯通同一年还演了《赌城风云》，在表演上已经明显开窍了。评分很好地证明豆瓣青年脑子进水了。,1,1
5635,龙龙-FazoR,2016/2/29,18,3,很早以前看的，似乎在大船之前就看过。校门口录像厅。当年惊艳的西部小牛仔，被老强盗爹毫不留情一枪崩了。啧啧。早期小李演这种叛逆青春少年真是信手拈来，又青涩又美好（的颜,1,0
5638,Lonely,2018/9/21,0,4,7.0'10 分。2018.09.21，重看，法版蓝光。看的时候突然发现，以前看过了。。。大牌云集呀，看到了《CSI：NY》的主演，《电锯惊魂》的杀人老头，其他几个就不用再说了。。。莱昂纳多·迪卡普里奥，那时候不是一般的青春娇嫩，那个脸蛋之光滑之小，罗素·克劳那时候还没有满脸横肉。。。,1,1
5639,昭和惊弓鸟,2016/1/10,18,3,各大开幕式的音乐原来出自此片，配乐真是太经典了！电影本身就是部（七武士）的好莱坞化商业片，结合美式西部片套路，将原作中对人性和阶级的探讨一概删去，最后显得形不具神不似。不过卡司实在太强了，汇聚尤伯连纳，麦奎因，布朗森，詹姆斯柯本等数个一线巨星，硬汉到不行！,1,0
5642,cjy,2016/9/15,4,4,优点是用了大量篇幅把阶级差异给讲透了，但跟原版比依然很稚嫩，美式想当然，牛仔跟武士之间还是有很大的文化差异，原版战术性极强的攻防大战变成无脑厮杀， 还有这个“菊千代”太逊色了。,0,1
5643,麦克阿瑟,2011/8/10,2,5,改编自黑泽明导演的《七武士》，论成就当然及不上黑泽明的代表作，但是可观性仍然很强。情节颇为紧凑，枪战场面亦十分刺激过瘾。影片最大的看点在于那七个响当当的硬汉：尤尔布林纳，伊莱 沃勒克， 史蒂夫 麦奎因，查尔斯 布朗森，罗伯特 沃恩，布拉德 德克斯特，詹姆斯科伯恩，每一个都是当时响当当的,1,1
5644,影志,2015/4/16,98,4,“人生不只在乎生存” 作为一部很努力的西部片，简直太欢乐！处处是WTF剧情：一个鸡蛋，一颗蘑菇，一头被误杀的熊，一本《啊！去西部》，两匹马间的晾衣绳，射穿掌心的箭，洒向伤口的盐，乱战后的干净床…法鲨对小鲜肉说：昨晚风大雨大你都不记得了吗？哈哈哈！笑满80分钟。“敬这糟糕时代的伟大时刻”,1,1
5645,Mance,2015/4/16,73,3,向史上最炮灰的男主角致敬。,0,0
5646,给我打钱,2015/4/16,53,4,鲨宝演起瘸子来深得范伟真传。男主安妮海瑟薇真是近几年来银幕最惨。,0,1
5647,gegemoon,2015/4/16,22,4,明明是美丽浪漫的西部风光片，最后大家都看得好乐呵，真的是导演想要的效果吗？其实蛮好看的啦！,1,1
5649,不老的李大爷耶,2015/10/29,38,3,影片前3'4虽略显拖沓但在将人物性格刻画得鲜明的同时又恰到好处地用荒凉的西部景色烘托出了影片的主题气氛，最后的大战重口又悬念丛生；过瘾的西部片,1,0
5651,玫瑰水母,2016/4/30,8,3,原本以为是西部动作片，结果是西部恐怖片,0,0
5655,周鱼,2012/3/7,9,5,古道雄风 末路枪手 有着超越时代的镜头感和剪辑，真乃是古龙风范 暴美鼻祖 宇森之师。1969年 牛仔早已渐行渐远 幸好有《日落黄沙》和《虎豹小霸王》 为行将没落的西部片献上最后的华丽挽歌,1,1
5658,发条橙,2018/5/20,3,4,干脆利落、荡气回肠的西部武侠，久违的狂野粗砺、硬派直男风。江湖险恶，人心叵测，当这世界早已荒芜落寞，善与恶失去了既定的界限，每一种抉择，都是难以预料的不归之路。侠肝义胆，快意恩仇，在这不羁的人生，日落黄沙下，你是否能接受命运的裁决！与其说是西部片最后的荣光，还不如说是久违的觉醒！,1,1
5659,M & R,2014/10/10,24,5,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，开始对麦叔另眼相看了，接的片子要么有深意要么有质感,1,1
5663,与影牵手,2014/11/27,3,3,★★★被麦叔头像的海报风格强烈震撼到，无法错过这部电影，北欧风格拍摄的西部复仇片，温吞水一般，没啥血腥暴力和黑段子，大片的美丽风景，中规中矩。,1,0
5665,大奇特(Grinch),2009/1/24,6,5,绝对的五星！把人类的贪婪本质表现得淋漓尽致，结尾他们获得了比金子更有价值的东西。三位主角的演技都很到位。30年后休斯顿的《大战巴墟卡》本质上也是建立在《碧血金沙》的基础之上。,1,1
5667,昭和惊弓鸟,2016/10/16,3,4,黑色电影和西部片的结合体，完美阐述了一念地狱一念天堂这个道理。重点当然不是淘金，全片最精髓之处，就在于非常流畅的展现了杜比西由善至恶的转变，当然这也得仰赖于鲍嘉毁形象的出色演出。此外有好几场角色之间的信任危机都拍的非常巧妙，其中影射的道德拷问不言而喻。,1,1
5668,乌咪,2009/7/31,1,5,经典老片，以前看过，重温仍然看得津津有味，也是现在那些仅靠特效堆积的烂片无法比拟的。本片对人性中“贪婪”的刻划太深刻了。亨佛莱·鲍嘉的反面角色很不错！,1,1
5669,Lonesome Dove,2017/11/26,229,5,很难再看到如此纯粹的硬西部片了，也由此类历史能感受美国人民的持枪传统为何如此难改变...,1,1
5671,蔕,2017/12/2,18,3,前三集西部片情节节奏相当不错，但第四集开始加入大量回忆突转文艺风，最后一集决战本该大高潮，结果彻底疲软，加上混合过多的背景音乐，只能一声叹息，可惜了一个好开头,1,0
5672,文森Vincent,2017/11/28,7,2,创作思维局限在旧西部片惩恶扬善的固有价值上，剧本写作则完全架空西部片的神化内核。强行嵌入的跨种族、跨性别爱情线与剧集时代背景尤其格格不入，叙事节奏在剧情毫不出彩的情况下显得相当累赘。网飞的原创剧集拥有接近电影质感的精致外壳，却总是缺乏足够成熟的具有戏剧张力的故事。★★,1,-1
5673,非魚,2017/12/5,12,5,好久没看过如此细腻的西部片了，每个人物都刻画地饱满立体、场景音乐格外史诗、感情戏描绘的恰到好处。遗憾的是，看结尾这架势估计一季头就算完结了～那就坐等PS4《荒野大镖客2》来年春天的发售吧...,1,1
5676,殇潮|Enigma,2011/5/20,5,4,娱乐就够了。。里面母女俩爱上一老头的桥段让我有点受不了 →_→ 老牛仔很适合演这种高大全的角色，所以这片子特适合纯花痴,1,1
5677,有心打扰,2019/1/27,3,3,能够如此装逼还不让我反感，也是一种本事。以为后半段一定会有关于“传道士”过往传奇事迹的呈现，然而导演偏不，让他随风而来，随风而去，没有身世，没有续集，只留神秘、逼格在人间。,1,0
5678,电个爆炸头,2019/2/19,1,4,扎实，老套的西部片就是最好的西部片，淘金背景，群山开场，标配原声之后，恶汉临门，打砸抢掠，事态总以此为由，孤胆英雄刚好路过...克林特·伊斯特伍德再一次自导自演，形象深入人心，百看不厌。但是这部片子也有它特殊的地方，这个主角有点神谕的意味，仿似是一个已死之幽魂，他和片中母亲角色那条感情线也很幽闭，关上门后是一个怎样的场景？我们无法得知，也最好是无法得知。,1,1
5679,LawJude,2012/9/5,33,4,讲述了一个法学院毕业生去西部支教并送法下乡的故事。。。,1,1
5680,吞火海峡,2011/5/18,7,4,就如同观看黑泽明的某些影片，一方面为戏剧化的高潮和群体构图的美感击节赞叹，另一方面又为脸谱化的角色和无感稚嫩的主题腹诽不休。但愿是由于题材限制的尴尬处境而影响了人物的塑造，如若不然，咱家只能对约翰福特的文艺片说再见了【8】,1,1
5682,scofieldd,2015/6/12,1,4,看的第一部约翰·韦恩，也是实际的第一部约翰·福特，一种粗犷的西部男性气息扑面而来，哪怕没看过韦恩之前的任何电影，但都能料到他饰演的角色肯定是一个刚毅果断、微言大义的硬汉形象，反倒觉得有些限制角色的发挥。至于李·马文明显是为了迎合普法的主旋律主题，而设定的这么弱智，死的有点莫名其妙,1,1
5683,danyboy,2015/4/19,2,4,美国宪政的一段往事，主旋律但并不好莱坞的爱国主义教育片。角色虽然正邪分明脸谱化，但片子重在公民政治教育而非娱乐。前半段很呆板像宣传部主导的集体创作，后半段情节略有波折，约翰韦恩演技出彩，令此片品位上了好几个档次。铁路、选举、言论自由、枪和法律，构成了官方美国史的西进神话。,1,1
5684,把噗,2020/4/1,2,4,先预告，再拖延。观众知道最后一刻必将到来，愿意等待，导演也可以使着性子死命延宕高潮。最终，决斗不再有意义，观众在过程中已经寻获观影的意义。不仅考验编剧编撰剧情和塑造的能力，同时考验导演掌控节奏的功力。现在的类型电影需要隔段时间就设计高潮来保证无尿点的路数实在是亵渎电影啊。开片的设局捉拿甚妙。,1,1
5685,Riobluemoon,2013/8/8,3,3,6.5分。为什么我看完这片子，既没有感觉到胆，也不觉得屠了的，是条龙呢？？主要问题，应该是英雄太强大，而对手又太愚蠢。就看到男猪一帮3，4个人，把几倍于其的匪徒吃得死死的，来回几次都让其损兵折将，自己又都全身而退。最后大战我想总得死几个了吧，竟然也落了空，真是太和谐了啊！,1,0
5686,吞火海峡,2012/12/6,3,4,有人说，《赤胆屠龙》是对《正午》迟来的回应，哥对这话开始时不明就里。直到瘸腿老警探沃尔特·布伦南华丽出场，哥彻底明白了这片的叙事意图。于是哥乐呵呵地翘起二郎腿坐看耍宝，一直傻笑到那圆满肥白的大团圆结局，恭喜那个守寡的逃妇新有了个老公！【8】,1,1
5687,羊摩卡,2012/3/27,0,4,经典西部片，1959年的片子，特有沧桑感。故事简单却又跌荡起伏，略显一点拖沓，人物塑造的有血有肉，特别是斯丹皮，唠唠叨叨的搞笑糟老头，不仅有正义感而且喜感十足。除了酒鬼副警长，其他正面人物有扮酷嫌疑。最喜欢的是决战前夜，几个人在警局里头边弹边唱的那场，令最后的枪战戏反而逊色了。,1,1
5688,赱馬觀♣,2009/3/29,0,4,'Dude ought to have a chance.'……在是否该用匪首交换副警长的争论中，约翰韦恩落下了这句台词。有趣的是，他在片中角色名字就是Chance，而迪恩马丁的Dude却是韦恩通常在其他电影中常用名。,1,1
5690,无趣,2016/10/2,0,3,紧张酷帅的虎头加政治正确的烂尾。应该和雪岭过江龙比对着看。007的大匕首很炫。,0,0
5692,亮皮陀,2010/8/19,0,3,6.8，一部带着文艺范的西部片，可惜导演能力有限，故事讲得缺乏说服力与张力,1,0
5693,Bill,2009/2/26,1,3,两位主演其实都配得上动作片界顶级中年一哥的地位吧 所以看之前期待值还是挺高的 不过这故事怎么越讲越不好玩了呢？ 另惊奇地发现Liam Neeson生在北爱尔兰 Pierce Brosnan生在爱尔兰 一直错以为他们都是不列颠人……,1,0
5694,芹泽虾饺菌,2012/8/13,1,4,好养眼的西部片，约翰·韦恩没变老之前也是一枚大叔型小眼帅哥典范。可惜多年后，落寞了的蒙哥马利推掉了[赤胆屠龙]里酒鬼的那个角色，不然[红河]三主演就又可以重聚了,1,1
5695,阿廖沙,2012/6/26,0,4,场面还可以，故事弱了，最后几分钟好有力量。大漠、牛仔服、胡茬、满脸沙丝毫掩饰不了克里夫特的超级性感！,1,1
5696,赱馬觀♣,2010/5/17,0,4,西部拓荒史·汰旧立新篇。十五年前，道森的勇力锐气和形势判断都在高峰，就连运气也站在他这边，才能唯一脱队幸存抢地成功，建立起了上万头牛的大牧场。可十五年后，他过于自负错判路线粗暴对待下属，甚至那发型都在配合剧情往恶霸方向猛靠，被后起之秀养子马修取代自然在所难免。这马修，俊人鲜肉一枚，武力值领袖力却不输养父，更是新世代新价值的综合体，民主理念人道主义甚至同性隐喻。可尽管对立却非颠覆，所以制止了绞刑却要...西部拓荒史·汰旧立新篇。十五年前，道森的勇力锐气和形势判断都在高峰，就连运气也站在他这边，才能唯一脱队幸存抢地成功，建立起了上万头牛的大牧场。可十五年后，他过于自负错判路线粗暴对待下属，甚至那发型都在配合剧情往恶霸方向猛靠，被后起之秀养子马修取代自然在所难免。这马修，俊人鲜肉一枚，武力值领袖力却不输养父，更是新世代新价值的综合体，民主理念人道主义甚至同性隐喻。可尽管对立却非颠覆，所以制止了绞刑却要遏制报复，最终的“决斗”方式也必须降格到西部片难得一见的拳脚相加（此种烈度的交手通常只是搁在片中酒吧的小过场），再由传统霍克斯式强硬&魅力女主角斜刺杀出修复父子裂痕重塑牧场帝国……https:''www.douban.com'people'hitchitsch'status'1856507475',1,1
5697,没十斤公爵BOT,2015/9/3,0,5,没有繁杂的剧情，没有一意孤行的镖客。有的只是荒凉的美国西部。BGM也有如影片大量使用的荒凉而又广阔的西部大远景镜头一般雄浑大气。大批牛群横渡红河以及与印第安人作战这两场戏在如今CG横行的时代依旧大气恢弘，很是耐看。虽发生在19世纪。确是二战后美国“硬汉精神”的最佳体现之一！,1,1
5698,touya,2015/4/28,0,4,即使没有绚丽的色彩，这部片子依旧让人痴迷，它有精妙的台词，细腻的情感和在这个年代看起来依然让会人称赞的宏大场面，牛群奔窜的段落非常精彩。Montgomery是小生的俊美，而John Wayne则有一种成熟男人粗犷的帅。最喜欢的是超级可爱的Groot爷爷~,1,1
5699,冰山李,2009/7/27,9,5,8.2；刻意淡化戏剧性的形式安排反而更契合情感的表现,1,1
5701,Haleyrink1897,2019/9/14,1,4,这年头也只有凯文男神能拍这么个情怀西部片 安妮特贝宁居然演出了少女的感觉,1,1
5706,无趣,2016/7/30,7,5,唠逼画外音逼死虚伪众恶人，一个小酒馆凑齐那么多互害关系人也是不容易啊。,0,1
5707,Panda的阴影,2016/9/30,3,4,哈哈，利用众所周知的电影拍摄手法（旁白），然后以一反常态地使用方式来搞笑（各种泄密），这个我也曾想过类似的。,1,1
5712,深层次空间,2011/1/1,0,3,这部电影我是冲着梅根福克斯看的。电影中的动作、剧情还可以。男主角的通灵之术挺了不起的,1,0
5715,Irascie,2009/4/30,9,5,"最喜欢的动画,没有之一",1,1
5716,软蛋黄,2012/3/12,2,5,叫法修的男人，满身伤疤，帅。,0,1
5717,prost,2013/11/28,1,3,西部冒险复仇番，画风中规中矩（虽然每集细节都崩），笑点泪点齐全，略狗血，主要人物性格刻画够丰满，后半回忆杀拖慢了节奏，发好多便当,1,0
5719,十七君Tanya,2020/3/26,161,3,"平心而论，这一部比《生魂》好不少，虽然有种“盗墓笔记”既视感，但把聂导黑化的缘由解释得挺清楚的，也确实解答了我在看剧时的疑惑。剧里一句“费了很大劲才镇压住刀灵”，到底有多费劲，这部“乱魄”交代得也比较清楚。就是，节奏太太太慢，全程两倍速看完没有违和感。所以，一集电视剧的长度硬生生拉出一部电影，也是醉了。什么时候出一下“义城”篇？我想看晓星辰啊！",1,0
5720,和光同尘,2020/3/26,137,4,道具剪辑什么的不用说了，虽不及陈情令但是也不差。剧情也是十分刺激，有一点点盗墓的赶脚，带感。看见完整的聂大真是激动啊，我是很喜欢这种风格的，nice,1,1
5721,阿暖,2020/3/28,16,1,可以说是水得毫无剧情 食之无味 看得我一脸懵 见识到了网大的威力,0,-1
5724,王大根,2016/11/25,2191,4,赫奇帕奇的毕业生果然就算有美貌加成还是无趣的男人！姐妹们，嫁人还是得找985、211的，赫奇帕奇这种二本的咱不嫁！,0,1
5725,影志,2016/11/15,1531,4,华纳（WB）片头的配乐一出，一秒回到哈利·波特的魔法世界。J·K·罗琳用这部全新的创作的故事，把魔法打通，更让观众再次梦回奇幻冒险之旅，情怀剧情惊喜连连、神奇动物目不暇接、彩蛋伏笔合不拢嘴。嗅嗅爱珠宝、护树罗锅有情绪、隐形兽化身“闪电”、鸟蛇能伸能屈…一本满足，2016外语商业片Top1.,1,1
5726,桃桃林林,2016/11/20,1009,4,三星半。即便不是哈迷，其中那些有趣的生物与奇妙的魔法，还是很吸引人。故事野心很大，要铺大世界了。小雀斑的表演很特别，总是侧着身子的感觉，有些优雅又带着点俏皮，一开始略带笨拙的样子，又有点卓别林的感觉。有几个动物的设定很可爱，轻松的地方也很轻松。看完走出影院才发现，魔法世界真好啊,1,1
5728,翻滚吧！蛋堡,2016/11/15,843,4,罗琳阿姨成功开创了又一个魔法新世界，无论哈迷还是麻瓜都应该心满意足了。动物视效加分，还埋了一个好大的彩蛋。“当然，世界上最好的魔法学院是霍格沃兹。”,1,1
5729,阿竹,2012/9/11,296,5,不知道为什么评分这么低，哥哥自焚化身火人，与其说是走到末路的同归于尽，给人的感官却更像对恶行的自我救赎，配着音乐，女主自我欲望爆发冲向希望，迎来的是比地下室的地狱更像地狱的世界，当文明秩序消失，剩下的，是绝望吗？受911伤害的消防员最后被刻画成颇具正义的角色。生命不能承受之重的电影,1,1
5731,小肚子✨,2012/4/14,14,2,冗长 杂乱 绝望 ,0,-1
5734,影愈者,2020/3/21,8,2,比第一部强些，起码看起来算科幻了，利用水的外星科技，莫不是水货星人，最后那个叫RA的外星人工智能搞的水幕攻击，一下想到白娘子与法海，不过这里反了过来，男女主角的人设和第一部没什么区别，依旧是傻叉恋爱脑，别再有第三部了,1,-1
5735,Keith Lee,2020/3/17,7,3,特效比第一部好太多，但是感觉剧情还是很空洞，人物间的冲突没有明确的理由，勉强及格。imdb官方说的预算是6亿5千万卢布，换算美元差不多是868.22万美元，全球票房现在居然有1500多万美元，基本算是回本了，可能还会有第三部,0,0
5741,硫克张,2013/7/21,0,1,无聊之极、无力吐槽的烂片！负分，滚粗！,0,-1
5742,lavende,2012/12/9,0,1,几乎没有剧情可言，特效又很假，都拍到第三部了导演就不能有点诚意么？？！,0,-1
5743,水晶,2016/7/19,1,3,系列第3部，改走小成本路线，又是实验出悲剧，蛇的尖刺尾巴是武器，特效很渣～这集结尾依旧要来个内斗～～果然整个系列都这，最后为下集埋伏笔～～,1,0
5745,满月,2016/8/16,13,4,同样拍海难，同样讲的是游轮沉没。《泰坦尼克号》用爱情感动了全球无数恋人；而《海神号》则用逼真的特效惊艳了每一个观众的眼球。若单论特效之牛叉，海难之逼真，甚至《海神号》更胜《泰坦尼克号》一筹。极力推荐。,1,1
5746,Ada🧣Wong💋💍,2019/10/2,7,3,现代版的泰坦尼克号！还记得童年时期对结局的老父亲为了成全女儿情侣，舍身成仁去关闭螺旋桨的事情，简直太催泪了！海神号无疑在逃生和自我拯救中是极其成功的典范！,1,0
5747,大v,2006/12/6,8,3,"最让我难受的地方:Velentine摔死时、Robert淹死时、小Kondon在水里和妈妈对望时、最后Dylan似乎要被风扇绞死时...绝望得太难受啦,死亡的氛围比<死神来了>要浓重得多,逼人得多.不错,这种片就是要在电影院看否则别看!",1,0
5748,zhang 2nd,2012/5/10,0,3,一艘被海啸打翻的豪华游轮，一伙人拼命逃离异常凶且猛紧追不舍共的海水。几处险境的处理都不出彩，节奏倒是很快，没想到海报上这一幕出现得那么早。,1,0
5749,寄意寒星,2007/3/2,82,5,刘因是工大少数我无法忘记的老师。这是他在选修课上给我们放过的电影。关于地质学，其实他说的我基本上忘光了（只记得一个什么循环？），但他总是说对科学要有献身精神，要认真和坚持，我都牢牢记住。这部电影是最后一堂课他放给我们看的。事后我经常想起这部电影，想起在漆黑的狂风中宛如蒲公英般飞舞的多罗西。——科学确实是一种宗教，科学家就是牺牲。科学的上帝太过于迷人，虽牺牲而往矣的人成千上万，而我也愿为其中的区区一...刘因是工大少数我无法忘记的老师。这是他在选修课上给我们放过的电影。关于地质学，其实他说的我基本上忘光了（只记得一个什么循环？），但他总是说对科学要有献身精神，要认真和坚持，我都牢牢记住。这部电影是最后一堂课他放给我们看的。事后我经常想起这部电影，想起在漆黑的狂风中宛如蒲公英般飞舞的多罗西。——科学确实是一种宗教，科学家就是牺牲。科学的上帝太过于迷人，虽牺牲而往矣的人成千上万，而我也愿为其中的区区一员。,1,1
